Ramo;Codigo;Nome;Apelido;Razao social;Situacao;Contato;E-mail do contato;Inscricao municipal;Codigo do municipio;Endereco fiscal;Numero;Complemento;Bairro fiscal;Cidade fiscal;UF fiscal;CEP fiscal;Endereco cobranca;Numero;Complemento;Bairro cobranca;Cidade cobranca;UF cobranca;CEP cobranca;Telefone (1);Telefone (2);Fax;Celular;Zona fiscal;SUFRAMA;Tipo pessoa;CNPJ/CPF;Ultima venda ;Inscr.estadual/R.G.;Cod.representante;Nome representante;2  DOC./CRM   ;UF;Endereco de entrega 1;Endereco de entrega 2;Endereco de entrega 3;Endereco de entrega 4;Endereco de entrega 5;Ultima NF emitida;Data ultima NF emitida;Limite credito;Cod.plano pagto;Plano pagto;Observacoes;Tipo;Codigo;Especialidade;Em uso?;Data de cadastro;Transportadora;Lista de precos;Portador;Carteira;Codigo de terceiro;Ultima atualizacao;Grupo de cliente;Descricao do grupo de cliente;Emite NF?
1;104;OSVALDO VILELA GARCIA FILHO;OSVALDO VILELA GARCIA FILHO;OSVALDO VILELA GARCIA FILHO;Liberado com limite de credito  ;;;          ;5208707;RUA T 29                           ;358;Sl. 812;SETOR BUENO;GOIANIA;GO;74210050;RUA T 29                           ;358;sl 812;SETOR BUENO;GOIANIA;GO;74210050;62981156040;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00029562325172;          ;'ISENTO;1;SURGICAL;'5487;GO;;;;;;29.021;16/06/2023;0;   ;;;Medico;   ;                              ;;15/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;15/06/2023;;;Opcional com default SIM
1;105;PAULO ROGERIO LOPES;PAULO ROGERIO LOPES;PAULO ROGERIO LOPES;Liberado com limite de credito  ;PAULO LOPES;paulo.lopes@surgicalline.com.br;          ;3550308;RUA JORGE FARES                    ;80;CASA 19;JARDIM SAO LUIS;SAO PAULO;SP;5805040;RUA JORGE FARES                    ;80;CASA 19;JARDIM SAO LUIS;SAO PAULO;SP;5805040;11 97461-0598;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00031428303839;          ;'ISENTO;1;SURGICAL;';;;;;;;31.579;23/01/2025;0;   ;;;Particular;   ;                              ;;19/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/06/2023;;;Opcional com default SIM
1;106;QUALITY RO;QUALITY RO;QUALITY COMERCIAL DE PRODUTOS MEDICOS HOSPITALARES;Liberado com limite de credito  ;ALEX;alex.ribeiro@qualitymedical.com.br;          ;1100205;JOAO GOULART                       ;2425;;SAO CRISTOVAO;PORTO VELHO;RO;76804050;JOAO GOULART                       ;2425;;SAO CRISTOVAO;PORTO VELHO;RO;76804050;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'14070112000123;31/10/2024;'3386333;34;PEDRO;';;;;;;;31.249;01/11/2024;0;   ;;;Distribuidor;   ;                              ;;22/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;07/10/2024;39;QUALITY                            ;Opcional com default SIM
1;107;MEDITEC SP;MEDITEC;MEDITEC DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA;Liberado com limite de credito  ;Daniel Bolotnic;daniel.bolotnicki@meditec.med.br;          ;3548708;CAPITAO CASA                       ;1267;SALA 01 E 02;DOS CASA;SAO BERNARDO DO CAMPO;SP;9812000;CAPITAO CASA                       ;1267;SALA 01 E 02;DOS CASA;SAO BERNARDO DO CAMPO;SP;9812000;1194350-4001;11 (11) 4317-6;;;Mercado interno;;C-Pessoa juridica contribuinte;'19697328000137;14/06/2024;'635737965110;34;PEDRO;';;;;;;;30.525;14/06/2024;0;   ;;;Distribuidor;   ;                              ;;27/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;24;MEDITEC                            ;Opcional com default SIM
1;108;QUALITY DF;QUALITY DF;QUALITY COMERCIAL DE PRODUTOS MEDICOS HOSPITALARES;Liberado com limite de credito  ;ROSILENE SILVA;quality.df@qualitymedical.com.br;          ;5300108;SIA TRECHO 3                       ;625/695;218/220BLOC 20;ZONA INDUSTRIAL (GUA;BRASILIA;DF;71200038;SIA TRECHO 3                       ;625/695;218/220BLOC 20;ZONA INDUSTRIAL (GUA;BRASILIA;DF;71200038;61999314147;6135762424;;;Mercado interno;;C-Pessoa juridica contribuinte;'44660325000176;10/10/2024;'0810395800127;34;PEDRO;';;;;;;;31.213;28/10/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;29/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;21/11/2024;39;QUALITY                            ;Opcional com default SIM
1;109;ENDOSURGICAL;ENDOSURGICAL;ENDOSURGICAL COMERCIO, REPRESENTACAO, IMPORTACAO E;Venda proibida                  ;LIVIA MARIA;livia@endosurgical.com.br;376803;2611606;MONTE CASTELO                      ;118;;BOA VISTA;RECIFE;PE;50050310;MONTE CASTELO                      ;118;;BOA VISTA;RECIFE;PE;50050310;8134213535;;;;Mercado interno;;C-Pessoa juridica contribuinte;'08713023000155;20/08/2024;'034867295;1;SURGICAL;';;;;;;;846;20/08/2024;2000;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;29/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;02/12/2024;10;ENDOSURGICAL                       ;Opcional com default SIM
1;110;GUITTA CORRETORA DE CAMBIO LTDA;GUITTA CORRETORA DE CAMBIO LTDA;GUITTA CORRETORA DE CAMBIO LTDA;Cliente provisorio              ;;;          ;3550308;LIBERO BADARO                      ;293;6 ANDAR CJ B;CENTRO;SAO PAULO;SP;1009000;LIBERO BADARO                      ;293;6 ANDAR CJ B;CENTRO;SAO PAULO;SP;1009000;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'24074692000180;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Outros;   ;                              ;;30/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;30/06/2023;52;GUITTA                             ;Opcional com default SIM
1;111;HOSPITAL ICESP;HOSPITAL ICESP;FUNDACAO FACULDADE DE MEDICINA;Liberado com limite de credito  ;Viviane Veronez;viviane.fatima@hc.fm.usp.br;          ;3550308;DOUTOR ARNALDO                     ;251;;PACAEMBU;SAO PAULO;SP;1246000;DOUTOR ARNALDO                     ;251;;PACAEMBU;SAO PAULO;SP;1246000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'56577059000606;31/07/2023;'148577805116;1;SURGICAL;';;;;;;;30.472;31/05/2024;0;   ;;;Outros;   ;                              ;;05/07/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;61;HOSPITAL ICESP                     ;Opcional com default SIM
1;112;INSTRUTHERM SP;INSTRUTHERM SP;INSTRUTHERM INSTRUMENTOS DE MEDICAO LTDA;Liberado com limite de credito  ;;;          ;3550308;JORGE DE FREITAS                   ;274;;VILA SANTA DELFINA;SAO PAULO;SP;2911030;JORGE DE FREITAS                   ;274;;VILA SANTA DELFINA;SAO PAULO;SP;2911030;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'53775862000152;          ;'111093664118;1;SURGICAL;';;;;;;;29.904;01/02/2024;100000;   ;;;Outros;   ;                              ;;10/07/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;;;Opcional com default SIM
1;113;BIONEURO;BIONEURO;BIONEURO COMERCIO DE PRODUTOS PARA SAUDE LTDA;Liberado com limite de credito  ;HUGO VINÍCIUS TRAVE;atendimento@bioneuro.com.br, biofinance@bioneuro.com.br;          ;3548807;SENADOR ROBERTO SIMONSEN           ;743;CONJ 123;SANTO ANTONIO;SAO CAETANO DO SUL;SP;9530401;SENADOR ROBERTO SIMONSEN           ;743;CONJ 123;SANTO ANTONIO;SAO CAETANO DO SUL;SP;9530401;113486-7943;;;;Mercado interno;;C-Pessoa juridica contribuinte;'64944085000149;27/01/2025;'636345494114;34;PEDRO;';;;;;;;31.617;30/01/2025;20000;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;12/07/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/12/2024;2;BIONEURO                           ;Opcional com default SIM
1;114;HIGEIA SOLUCOES EM SAUDE LTDA;HIGEIA (OPMED);HIGEIA SOLUCOES EM SAUDE LTDA;Liberado com limite de credito  ;Bianca Mendonça;administracao@opmedbelem.com.br;385929;1501402;GOVERNADOR JOSE MALCHER            ;1077;C EMP ACR S 501;NAZARE;BELEM;PA;66055260;GOVERNADOR JOSE MALCHER            ;1077;C EMP ACR S 501;NAZARE;BELEM;PA;66055260;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'40068989000190;29/01/2025;'157317536;1;SURGICAL;';;;;;;;31.610;29/01/2025;0;   ;;AFE COM TRANSPORTE - REV05 - ANTIGA OPMED;Distribuidor;   ;                              ;;25/07/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;16/01/2025;34;OPMED                              ;Opcional com default SIM
1;115;DANIEL MACHADO DA FONSECA;DANIEL MACHADO DA FONSECA;DANIEL MACHADO DA FONSECA;Liberado com limite de credito  ;DANIEL;danielmfonseca@hotmail.com;          ;5300108;QUADRA SQS 213 BLOCO E             ;213;APTO 306;ASA SUL;BRASILIA;DF;70292050;QUADRA SQS 213 BLOCO E             ;213;APTO 306;ASA SUL;BRASILIA;DF;70292050;21 98383-8446;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00007632476776;28/07/2023;'ISENTO;1;SURGICAL;';;;;;;;29.209;28/07/2023;80000;   ;;;Particular;   ;                              ;;26/07/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/07/2023;54;DANIEL MACHADO DA FONSECA          ;Opcional com default SIM
1;116;GOLDMEDIC RECIFE;GOLDMEDIC RECIFE;GOLDMEDIC PRODUTOS MEDICOS HOSPITALARES LTDA.;Liberado com limite de credito  ;Bruno Leão;bruno@goldmedic.com.br;3497623;2611606;AV GOV AGAMENON MAGALHAES          ;4318;SL 401 EDF. E;PAISSANDU;RECIFE;PE;52010075;AV GOV AGAMENON MAGALHAES          ;4318;SL 401 EDF. E;PAISSANDU;RECIFE;PE;52010075;8137970400;;;;Mercado interno;;C-Pessoa juridica contribuinte;'05267928000150;27/11/2024;'029485754;34;PEDRO;';;;;;;;31.633;31/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Outros;   ;                              ;;10/08/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;18/11/2024;14;GOLDMEDIC / MASTERMEDIC            ;Opcional com default SIM
1;117;CORT PRIME RJ;CORT PRIME RJ;CORT PRIME LTDA;Liberado com limite de credito  ;Bruno Bastos;qualidade@corticalmed.com.br;1151139;3304557;MAURICIO DA COSTA FARIA            ;130;SAL 203 204;RECREIO DOS BANDEIRA;RIO DE JANEIRO;RJ;22790285;MAURICIO DA COSTA FARIA            ;130;SAL 203 204;RECREIO DOS BANDEIRA;RIO DE JANEIRO;RJ;22790285;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'32390373000102;31/08/2023;'12132999;1;SURGICAL;';;;;;;;29.358;31/08/2023;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;30/08/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/11/2024;44;GRUPO SIM MEDICAL                  ;Opcional com default SIM
1;118;MEDICAL HEALTH;MEDICAL HEALTH;MEDICAL HEALTH COMERCIO, SERVICOS E IMPORTACAO LTD;Liberado com limite de credito  ;Eloisa;eloisa.guntzel@medicalhealthrio.com.br, andre.barcelos@medicalhealthrio.com.br, elizabeth.mello@medi;360992;3304557;CAMBAUBA                           ;96;LOJ A LOJ B LOJ;JARDIM GUANABARA;RIO DE JANEIRO;RJ;21940005;CAMBAUBA                           ;96;LOJ A LOJ B LOJ;JARDIM GUANABARA;RIO DE JANEIRO;RJ;21940005;(21) 25161177;;;;Mercado interno;;C-Pessoa juridica contribuinte;'07133384000160;22/08/2024;'77862544;34;PEDRO;';;;;;;;30.914;22/08/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;26/09/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/11/2024;22;MEDICAL HEALTH                     ;Opcional com default SIM
1;119;SECRETARIA DA FAZENDA E PLANEJAMENT;SECRETARIA DA FAZENDA;SECRETARIA DA FAZENDA E PLANEJAMENTO;Cliente provisorio              ;;;          ;3550308;AVENIDA JABAQUARA                  ;1;;MIRANDOPOLIS;SAO PAULO;SP;4045003;AVENIDA JABAQUARA                  ;1;;MIRANDOPOLIS;SAO PAULO;SP;4045003;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'46377222000129;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Outros;   ;                              ;;02/10/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;02/10/2023;;;Opcional com default SIM
1;120;DR LUIZ TENORIO;DR LUIZ TENORIO;LUIZ TENORIO;Liberado com limite de credito  ;;comercial@surgicalline.com.br;          ;3550308;AVENIDA DIEDERICHSEN               ;1100;CJ 81 A 83;VILA GUARANI (Z SUL);SAO PAULO;SP;4310000;AVENIDA DIEDERICHSEN               ;1100;CJ 81 A 83;VILA GUARANI (Z SUL);SAO PAULO;SP;4310000;40539640;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'              ;          ;'ISENTO;1;SURGICAL;'18083;;;;;;;       ;          ;0;   ;;;Medico;   ;                              ;;17/10/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;17/10/2023;;;Opcional com default SIM
1;121;N.S IMPLANTES;N.S IMPLANTES;N.S IMPLANTES E COMERCIO DE PRODUTOS HOSPITALARES LTDA;Venda proibida                  ;EDSON P FERNANDES;comercial@nsimplantes.com.br;775200001;3106200;OURO PRETO                         ;877;;BARRO PRETO;BELO HORIZONTE;MG;30170044;OURO PRETO                         ;877;;BARRO PRETO;BELO HORIZONTE;MG;30170044;313654084;;;;Mercado interno;;C-Pessoa juridica contribuinte;'25448311000149;30/10/2023;'28114990015;1;SURGICAL;';;;;;;;539;30/10/2023;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;18/10/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;32;NS IMPLANTES                       ;Opcional com default SIM
1;122;ORGAN MED LTDA;ORGAN MED;ORGAN MED LTDA;Cliente provisorio              ;Lourdes Carini;lourdesnacarini@terra.com.br;71545697;3550308;VERIANO PEREIRA                    ;63;CONJ 33;VILA DA SAUDE;SAO PAULO;SP;4144030;ARMANDO STRAZZACAPPA               ;130;ANEXO 205 28 E;PARQUE RURAL FAZENDA;CAMPINAS;SP;13087605;11991232972;;;;Mercado interno;;C-Pessoa juridica contribuinte;'44533050000100;          ;'133719325116;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Distribuidor;   ;                              ;;24/10/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;24/10/2023;;;Opcional com default SIM
1;123;LAIMED;LAIMED;LAIMED COMERCIO E REPRESENTACOES LTDA;Liberado com limite de credito  ;VALMOR;valmor@laimed.com.br;150803;4305108;OLAVO BILAC                        ;126;SALA 503 A;RIO BRANCO;CAXIAS DO SUL;RS;95010080;OLAVO BILAC                        ;126;SALA 503 A;RIO BRANCO;CAXIAS DO SUL;RS;95010080;5434196900;;;;Mercado interno;;C-Pessoa juridica contribuinte;'23902152000185;09/02/2024;'0290619629;1;SURGICAL;';;;;;;;29.939;09/02/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;31/10/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;14/01/2025;65;LAIMED                             ;Opcional com default SIM
1;124;ETICA GOIAS;ETICA GOIAS;ETICA GOIAS TECNOLOGIA E PRODUTOS MEDICOS LTDA;Venda proibida                  ;Eduardo;eduardo@ethosgo.com.br;311002138;5201405;SEGUNDA AVENIDA                    ;SN;QUADRA: 01B, LO;CIDADE VERA CRUZ;APARECIDA DE GOIANIA;GO;74934605;SEGUNDA AVENIDA                    ;SN;QUADRA: 01B, LO;CIDADE VERA CRUZ;APARECIDA DE GOIANIA;GO;74934605;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'22599444000128;17/11/2023;'106346199;1;SURGICAL;';;;;;;;29.628;17/11/2023;0;   ;;INATIVO NOVAS NEGO. RE-QUALIFICAR;Distribuidor;   ;                              ;;16/11/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;12/06/2024;56;ETICA GOIAIS                       ;Opcional com default SIM
1;125;PRO-BS COMERCIO;PRO-BS COMERCIO;PRO-BS COMERCIO IMPORTACAO E EXPORTACAO LTDA;Venda proibida                  ;Marina;marina@pro-bs.med.br, financeiro@pro-bs.med.br,;          ;3548807;TERRACOTA                          ;185;CONJ 1216 CONJ;CERAMICA;SAO CAETANO DO SUL;SP;9531190;TERRACOTA                          ;185;CONJ 1216 CONJ;CERAMICA;SAO CAETANO DO SUL;SP;9531190;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'26939880000150;15/01/2024;'636329220118;1;SURGICAL;';;;;;;;29.821;15/01/2024;0;   ;;Documentação Faltando;Distribuidor;   ;                              ;;24/11/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/11/2024;50;GRUPO X-SAFE                       ;Opcional com default SIM
1;126;LANDIM GAJO APOIO ADMINISTRATIVO LT;LANDIM GAJO APOIO ADMINISTRATIVO;LANDIM GAJO APOIO ADMINISTRATIVO LTDA;Cliente provisorio              ;;;          ;3170206;JOHEN CARNEIRO                     ;377;SALA 12;TABAJARAS;UBERLANDIA;MG;38400070;JOHEN CARNEIRO                     ;377;SALA 12;TABAJARAS;UBERLANDIA;MG;38400070;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'42798342000149;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Particular;   ;                              ;;30/11/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;30/11/2023;;;Opcional com default SIM
1;127;FINTELIGENTE LTDA;FINTELIGENTE LTDA;FINTELIGENTE LTDA;Cliente provisorio              ;;;          ;3550308;ANGELICA                           ;1761;ANDAR 4 CONJ 41;CONSOLACAO;SAO PAULO;SP;1227200;ANGELICA                           ;1761;ANDAR 4 CONJ 41;CONSOLACAO;SAO PAULO;SP;1227200;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'13010435000169;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Particular;   ;                              ;;07/12/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;07/12/2023;80;FINTELIGENTE                       ;Opcional com default SIM
1;128;HOSPITAL HC;HOSPITAL HC;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA U S P;Liberado com limite de credito  ;Eloi;e.cerqueira@hc.fm.usp.br;          ;3550308;AVENIDA DOUTOR ENEAS CARVALHO DE AG;255;3671;PINHEIROS;SAO PAULO;SP;5403900;AVENIDA DOUTOR ENEAS CARVALHO DE AG;255;3671;PINHEIROS;SAO PAULO;SP;5403900;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'60448040000122;          ;'ISENTO;1;SURGICAL;';;;;;;;29.736;19/12/2023;0;   ;;;Hospital;   ;                              ;;07/12/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;07/12/2023;;;Opcional com default SIM
1;129;HOSPITAL SAMARITANO HIGIENOPOLIS;HOSPITAL SAMARITANO HIGIENOPOLIS;ESHO EMPRESA DE SERVICOS HOSPITALARES S.A.;Liberado com limite de credito  ;Osmar;osmar.bezerra@samaritano.com.br;          ;3550308;CONSELHEIRO BROTERO                ;1486;;SANTA CECILIA;SAO PAULO;SP;1232010;CONSELHEIRO BROTERO                ;1486;;SANTA CECILIA;SAO PAULO;SP;1232010;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'29435005009932;21/12/2023;'ISENTO;1;SURGICAL;';;;;;;;29.743;21/12/2023;0;   ;;;Hospital;   ;                              ;;08/12/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/12/2023;62;HOSPITAL SAMARITANO HIGIENOPOLIS   ;Opcional com default SIM
1;130;DMC;DMC;D M C DISTRIBUIDORA DE MATERIAIS CIRURGICOS LTDA;Venda proibida                  ;Cris;contato@dmc.med.br;          ;2304400;SANTOS DUMONT                      ;6740;SALA 1305 A 130;COCO;FORTALEZA;CE;60192022;SANTOS DUMONT                      ;6740;SALA 1305 A 130;COCO;FORTALEZA;CE;60192022;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'07418786000100;11/01/2024;'061817430;1;SURGICAL;';;;;;;;29.810;11/01/2024;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;14/12/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;69;DMC                                ;Opcional com default SIM
1;131;FABRICIO LANDIM GAJO SOCIEDADE DE A;FABRICIO LANDIM GAJO SOCIEDADE DE A;FABRICIO LANDIM GAJO SOCIEDADE DE ADVOGADOS;Liberado com limite de credito  ;;;          ;3170206;DOS VINHEDOS                       ;71;SALA COMPLEMENT;MORADA DA COLINA;UBERLANDIA;MG;38411159;DOS VINHEDOS                       ;71;SALA COMPLEMENT;MORADA DA COLINA;UBERLANDIA;MG;38411159;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'13921060000199;23/02/2024;'ISENTO;1;SURGICAL;';;;;;;;650;23/02/2024;0;   ;;;Particular;   ;                              ;;21/12/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;21/02/2024;72;FABRICIO LANDIM GAJO               ;Opcional com default SIM
1;132;DEVICE MED;DEVICE MED;DEVICE MEDICINA ESPECIALIZADA LTDA;Venda proibida                  ;Eliton;produtos@device.med.br,;          ;4106902;ANTONIO MARTINS DE ARAUJO          ;37;;JARDIM BOTANICO;CURITIBA;PR;80210050;ANTONIO MARTINS DE ARAUJO          ;37;;JARDIM BOTANICO;CURITIBA;PR;80210050;(41) 3085-2053;(41) 9246-6862;;;Mercado interno;;C-Pessoa juridica contribuinte;'04015056000170;20/12/2024;'9047078056;34;PEDRO;';;;;;;;31.462;20/12/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;04/01/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;29/01/2025;70;DEVICE MED                         ;Opcional com default SIM
1;133;GONZALEZ HOSPITALAR;GONZALEZ HOSPITALAR;GONZALEZ CADENA COMERCIO DE MATERIAIS HOSPITALAR E SERVICOS LTDA.;Liberado com limite de credito  ;Patricia;quality.hospitalar@hptmail.com;90087263;2704302;COMENDADOR CALACA                  ;1178;;POCO;MACEIO;AL;57025640;COMENDADOR CALACA                  ;1178;;POCO;MACEIO;AL;57025640;(82) 999850608;;;;Mercado interno;;C-Pessoa juridica contribuinte;'09398270000177;19/09/2024;'242110290;34;PEDRO;';;;;;;;31.499;08/01/2025;0;   ;;cliente com prostestos Serasa - AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;04/01/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;07/11/2024;81;GONZALES HOSPITALAR                ;Opcional com default SIM
1;134;BRADESCO AUTO/RE COMPANHIA DE SEGUR;BRADESCO AUTO/RE COMPANHIA DE SEGUR;BRADESCO AUTO/RE COMPANHIA DE SEGUROS;Cliente provisorio              ;;;          ;3304557;RIO DE JANEIRO                     ;555;SAL 501 SAL 601;CAJU;RIO DE JANEIRO;RJ;20931675;RIO DE JANEIRO                     ;555;SAL 501 SAL 601;CAJU;RIO DE JANEIRO;RJ;20931675;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'92682038000100;          ;'77902970;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Particular;   ;                              ;;16/01/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;16/01/2024;;;Opcional com default SIM
1;135;MEDICA BRASIL;MEDICA BRASIL;MEDICA COMERCIO DE PRODUTOS HOSPITALARES LTDA;Venda proibida                  ;Juliana;faturamento@medica-brasil.com,;101471;4209102;PARANA                             ;91;;ANITA GARIBALDI;JOINVILLE;SC;89202160;PARANA                             ;91;;ANITA GARIBALDI;JOINVILLE;SC;89202160;47. 3028-5797;;;;Mercado interno;;C-Pessoa juridica contribuinte;'12518517000156;17/01/2024;'256197636;34;PEDRO;';;;;;;;30.174;28/03/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;16/01/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;74;MEDICAL BRASIL                     ;Opcional com default SIM
1;136;VERITAS;VERITAS;VERITAS COMERCIO PRODUTOS MEDICOS HOSPITALARES LTDA;Venda proibida                  ;Fabiano;comercial01@veritas.med.br,;6558390;3550308;JABAQUARA                          ;1771;CONJ 705;MIRANDOPOLIS;SAO PAULO;SP;4045003;JABAQUARA                          ;1771;CONJ 705;MIRANDOPOLIS;SAO PAULO;SP;4045003;(11) 40634584;11 966232290;;;Mercado interno;;C-Pessoa juridica contribuinte;'16972824000163;27/09/2024;'134303016110;34;PEDRO;';;;;;;;891;27/09/2024;0;   ;;CLIENTE SEM CONTRATO ATIVO - AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;24/01/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/11/2024;78;VERITAS                            ;Opcional com default SIM
1;137;THERMOMATIC DO BRASIL LTDA;THERMOMATIC DO BRASIL LTDA;THERMOMATIC DO BRASIL LTDA;Liberado com limite de credito  ;;;          ;3550308;JOAO DE PAULA FRANCO               ;263;;JARDIM MARABA(ZONA S;SAO PAULO;SP;4775165;JOAO DE PAULA FRANCO               ;263;;JARDIM MARABA(ZONA S;SAO PAULO;SP;4775165;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'04721842000193;          ;'116262696112;1;SURGICAL;';;;;;;;29.875;29/01/2024;10000;   ;;;Outros;   ;                              ;;29/01/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;29/01/2024;;;Opcional com default SIM
1;138;NEUROMED SP;NEUROMED SP;NEUROMED PRODUTOS HOSPITALARES LTDA;Liberado com limite de credito  ;COTAÇÃO.;cotacao@distribuidoraneuromed.com.br;          ;3550308;PEREIRA ESTEFANO                   ;114;CONJ 805;VILA DA SAUDE;SAO PAULO;SP;4144070;PEREIRA ESTEFANO                   ;114;CONJ 805;VILA DA SAUDE;SAO PAULO;SP;4144070;11 5589-3358;;;;Mercado interno;;C-Pessoa juridica contribuinte;'38331011000127;21/01/2025;'129618262116;34;PEDRO;';;;;;;;31.625;30/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;08/02/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;75;NEUROMED SP                        ;Opcional com default SIM
