Codigo produto;;Descricao do produto;Estoque total interno (disponivel+reserva);Estoque reserva;Estoque disponivel;Estoque minimo;Valor do custo medio unitario;Valor da ultima compra;Valor da ultima compra em moeda;Saidas (demanda) mes anterior 1;Saidas (demanda) mes anterior 2;Saidas (demanda) mes anterior 3;Saidas (demanda) mes anterior 4;Tipo da moeda;Tipo do produto;Servico correspondente;Estoque nao conforme;Indicador de calculo do estoque minimo;Marca do produto;Tipo do conjunto;Topico;Indicador de inventario;CST de ICMS;Aliquota ICMS interna;Codigo do convenio;Categoria do convenio;Quantidade maxima para cobranca;Numero registro MS/ANVISA;Data validade do registro MS/ANVISA;Codigo da etiqueta MS/ANVISA;NCM;Indicador de controle de lote;Estoque externo;Estoque total;Controle de validade;Produto esteril;Tipo calculo estoque minimo;Quantidade de dias estoque minimo;Fornecedor preferencial;Codigo de referencia;Unidade compra/Quantidade embalagem;Codigo interno do produto;Situacao do produto;Data da ultima saida;Tipo de remessa do produto;Aliquota de IPI para compra;Aliquota de IPI para venda;Mensagem para tributacao de ICMS;Data da ultima compra;Estoque deposito externo;Valor de reposicao;Codigo para tributacao de ICMS;Codigo para tributacao de IPI;Localizacao no estoque;Estoque Segregado;Descricao comercial;Observacoes internas;Tipo;Grupo do produto;Percentual de PIS para saida;Percentual de COFINS para saida;Data de cadastro;Funcionario responsavel pelo cadastro;CEST-Codigo especificador Substituicao Tributaria;Tipo da data de validade do lote;Data do primeiro movimento de estoque;Data do ultimo movimento de estoque;Codigo TUSS;Classificacao de risco MS/ANVISA;Unidade de venda;Descricao completa - portugues;Descricao completa - importacao/exportacao;Saldo em Conjunto Interno;Saldo em Conjunto Externo;Peso Bruto;Peso Liquido;GTIN-13 do fabricante;EX TIPI;Produto exige registro ANVISA?;Estoque em quarentena;Fator conversao unid.comercial p/unid.tributavel;Codigo identitificador;Perfil para determinacao tributos federais;Quantidade de anos de validade
'SERVT023;0;CONFRATERNIZACOES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;237;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT024;0;ALUGUEIS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;238;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT025;0;CONDOMINIOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;239;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT026;0;LIMPEZA E CONSERVACAO;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;240;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT027;0;PORTARIA E SEGURANCA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;241;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT028;0;ENERGIA ELETRICA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;242;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT029;0;COSIP ENERGIA ELETRICA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;243;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT030;0;TELEFONE FIXO;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;245;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT031;0;TELEFONE MOVEL;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;246;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT032;0;INTERNET;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;247;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT033;0;REFEICOES E LANCHES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;249;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT034;0;ESTACIONAMENTO;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;250;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT035;0;COMBUSTIVEIS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;251;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT036;0;MANUTENCAO PREDIAL - MATERIAL;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;252;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT037;0;MANUTENCAO PREDIAL - SERVICOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;253;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT038;0;MANUTENCAO DE VEICULOS - MATER;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;254;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT039;0;MANUTENCAO DE VEICULOS - SERVI;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;255;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT040;0;MANUTENCAO DE BENS E EQUIPTOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;256;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT041;0;MATERIAIS DE HIGIENE E LIMPEZA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;257;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT042;0;MATERIAIS DE ESCRITORIO;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;258;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT043;0;MATERIAIS DE INFORMATICA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;259;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT044;0;COPA E COZINHA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;260;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT045;0;ASSINATURAS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;261;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT046;0;BENS DE NATUREZA PERMANENTE;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;262;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT047;0;UNIFORMES PROFISSIONAIS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;263;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT048;0;EQUIPTOS DE PROTECAO - EPI;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;264;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT049;0;ADVOGADOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;265;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT050;0;CONSULTORIA FISCAL E CONTABIL;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;266;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT051;0;AUDITORIA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;267;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT052;0;CONSULTORIA EM INFORMATICA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;268;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT053;0;CONSULTORIA EM ADMINISTRACAO;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;269;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT054;0;CONSULTORIA EM CERTIFICACOES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;270;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT055;0;CURSOS E TREINAMENTOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;271;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT056;0;RECRUTAMENTO E SELECAO;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;272;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT057;0;MAO DE OBRA TEMPORARIA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;273;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT058;0;MANUTENCAO DE SOFTWARES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;274;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT059;0;SERVICOS PRESTADOS POR PJ;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;275;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT060;0;IPTU;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;276;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT061;0;CARTORIO;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;277;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT062;0;COPIAS E REPRODUCOES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;278;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT063;0;CHAVEIROS E CARIMBOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;279;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT064;0;DESPACHANTES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;281;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT065;0;MOTOBOY;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;282;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT066;0;RELACOES PUBLICAS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;283;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT067;0;CATALOGOS E PANFLETOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;284;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
'SERVT068;0;FEIRAS E EXPOSICOES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Servico;;0;N-NAO Lista;;Nao e conjunto;91-SERVICO;Fisico=Nao - Fiscal=Nao;'000;0;;;SEM limite;;;;;Nao tem controle;0;0;NAO;NAO;??????????????????????????????;;00/     0-??????????????;';HR /      1;285;Servico;;0-GERAL;0;0;0;;0;0;;;;0;;;911-SERVICO;001-SERVICO;0;0;23/12/2022;11-LEONARDO;;;00/00/00;00/00/00;;;HR;;;0;0;0;0;;;Nao;0;1;;;0
